"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","comparison","gene_direction","source"
"GO:0050853","B cell receptor signaling pathway","5/38","79/18986",0.0632911392405063,31.6222518321119,12.213911484571,4.94539617324994e-07,0.000343705034040871,0.00027642161768376,"3493/3500/3503/3502/3514",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0006958","complement activation, classical pathway","4/38","42/18986",0.0952380952380952,47.5839598997494,13.5344501535042,1.44559904003319e-06,0.000502345666411533,0.000404006889609276,"3493/3500/3503/3502",4,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","4/38","56/18986",0.0714285714285714,35.687969924812,11.6416088049582,4.64941366772963e-06,0.00107711416635736,0.000866259178092784,"3493/3500/3503/3502",4,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0006956","complement activation","4/38","67/18986",0.0597014925373134,29.8287509819324,10.5859429844701,9.55093841513711e-06,0.00165947554963007,0.00133461797327311,"3493/3500/3503/3502",4,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0019731","antibacterial humoral response","4/38","79/18986",0.0506329113924051,25.2978014656895,9.69135770937665,1.84032900533653e-05,0.00255805731741777,0.00205729410912357,"3493/3500/3503/3502",4,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0016064","immunoglobulin mediated immune response","5/38","209/18986",0.0239234449760766,11.9529085872576,7.13025257282919,5.75481250777717e-05,0.00534912155382658,0.00430198189334633,"3493/3500/3503/3502/3514",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0019724","B cell mediated immunity","5/38","212/18986",0.0235849056603774,11.7837636544191,7.07090977497509,6.15726222023203e-05,0.00534912155382658,0.00430198189334633,"3493/3500/3503/3502/3514",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0050851","antigen receptor-mediated signaling pathway","5/38","212/18986",0.0235849056603774,11.7837636544191,7.07090977497509,6.15726222023203e-05,0.00534912155382658,0.00430198189334633,"3493/3500/3503/3502/3514",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002449","lymphocyte mediated immunity","6/38","386/18986",0.0155440414507772,7.76629397327516,6.01455435103135,0.000108144854623381,0.00835118599591667,0.00671636465555737,"3493/3500/3503/729230/3502/3514",6,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","6/38","400/18986",0.015,7.49447368421053,5.87890444994755,0.000131401108613339,0.00913237704862709,0.0073446303867035,"3493/3500/3503/729230/3502/3514",6,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0006959","humoral immune response","5/38","310/18986",0.0161290322580645,8.05857385398981,5.61140078287849,0.000362529165607354,0.0215117946139965,0.0173006632942555,"3493/3500/3503/729230/3502",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002443","leukocyte mediated immunity","6/38","485/18986",0.0123711340206186,6.18100922409115,5.17610460188135,0.000371426669594185,0.0215117946139965,0.0173006632942555,"3493/3500/3503/729230/3502/3514",6,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002031","G protein-coupled receptor internalization","2/38","15/18986",0.133333333333333,66.6175438596491,11.38507507423,0.00040289654692316,0.0215394692393535,0.0173229203575869,"6295/2966",2,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0019730","antimicrobial humoral response","4/38","185/18986",0.0216216216216216,10.8028449502134,6.00016141794258,0.000497185754084604,0.0242573581068808,0.0195087575232923,"3493/3500/3503/3502",4,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","5/38","336/18986",0.0148809523809524,7.43499373433584,5.3295895034969,0.000523540103026205,0.0242573581068808,0.0195087575232923,"3493/3500/3503/3502/3514",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002029","desensitization of G protein-coupled receptor signaling pathway","2/38","19/18986",0.105263157894737,52.5927977839335,10.0758563897088,0.000652839747732567,0.0279722950721405,0.0224964614665757,"6295/2966",2,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0022401","negative adaptation of signaling pathway","2/38","20/18986",0.1,49.9631578947368,9.81097018104428,0.000724462318415149,0.0279722950721405,0.0224964614665757,"6295/2966",2,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0023058","adaptation of signaling pathway","2/38","20/18986",0.1,49.9631578947368,9.81097018104428,0.000724462318415149,0.0279722950721405,0.0224964614665757,"6295/2966",2,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","5/38","369/18986",0.013550135501355,6.7700755954928,5.01250995023352,0.000799409109974688,0.0292415437596004,0.0235172430690615,"3493/3500/3503/3502/3514",5,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0002407","dendritic cell chemotaxis","2/38","24/18986",0.0833333333333333,41.6359649122807,8.92050698066634,0.00104707751076222,0.0346532795228448,0.0278695818654004,"729230/7984",2,"Unruptured_vs_Rupture_like","up","GO_BP"
"GO:0046580","negative regulation of Ras protein signal transduction","2/38","24/18986",0.0833333333333333,41.6359649122807,8.92050698066634,0.00104707751076222,0.0346532795228448,0.0278695818654004,"100271927/8216",2,"Unruptured_vs_Rupture_like","up","GO_BP"
